Dummy,Locality,Assemblage name,GeoLayer,ArchLayer,Laboratory,Analysis number,Age,Pos. standard deviation,Neg. standard deviation,Dating method,Material dated,Date of analysis,Comments
,,,,Level A,Ua,-,35400,800,800,14C (radiocarbon) dating,charcoal,1994,14C conventional; see Carbonell et al 1994
,,,,,,,,,,,,,
,,,,Level A,Ua,-,37200,900,900,14C (radiocarbon) dating,charcoal,1994,14C conventional; see Carbonell et al 1994
,,,,,,,,,,,,,
,,,,Level A,Ua,-,37900,1000,1000,14C (radiocarbon) dating,charcoal,1994,14C conventional; see Carbonell et al 1994
,,,,,,,,,,,,,
,,,,Level A,-,-,40700,600,600,U series (uranium-thorium) dating,carbonate,1994,Carbonate from AR4; see Bischoff et al 1994; sample from above Level A
,,,,,,,,,,,,,
,,,,Level A,-,-,41000,300,300,U series (uranium-thorium) dating,carbonate,1994,Carbonate from AR4; see Bischoff et al 1994; sample from above Level A
,,,,,,,,,,,,,
,,,,Level A,-,-,41300,300,300,U series (uranium-thorium) dating,carbonate,1994,Carbonate from AR3; see Bischoff et al 1994; sample from below Level A
,,,,,,,,,,,,,
,,,,Level A,-,-,41300,400,400,U series (uranium-thorium) dating,carbonate,1994,Carbonate from AR4; see Bischoff et al 1994; sample from above Level A
,,,,,,,,,,,,,
,,,,Level A,-,-,42100,300,300,U series (uranium-thorium) dating,carbonate,1994,Carbonate from AR4; see Bischoff et al 1994; sample from above Level A
,,,,,,,,,,,,,
,,,,Level A,-,-,42300,300,300,U series (uranium-thorium) dating,carbonate,1994,Carbonate from AR4; see Bischoff et al 1994; sample from above Level A
,,,,,,,,,,,,,
,,,,Level A,-,-,42500,200,200,U series (uranium-thorium) dating,carbonate,1994,Carbonate from AR3; see Bischoff et al 1994; sample from below Level A
,,,,,,,,,,,,,
,,,,Level A,-,-,42600,300,300,U series (uranium-thorium) dating,carbonate,1994,Carbonate from AR4; see Bischoff et al 1994; sample from above Level A
,,,,,,,,,,,,,
,,,,Level A,-,-,42600,400,400,U series (uranium-thorium) dating,carbonate,1994,Carbonate from AR4; see Bischoff et al 1994; sample from above Level A
,,,,,,,,,,,,,
,,,,Level A,-,-,42700,200,200,U series (uranium-thorium) dating,carbonate,1994,Carbonate from AR3; see Bischoff et al 1994; sample from below Level A
,,,,,,,,,,,,,
,,,,Level A,-,-,43000,800,800,U series (uranium-thorium) dating,carbonate,1994,Carbonate from AR4; see Bischoff et al 1994; sample from above Level A
,,,,,,,,,,,,,
,,,,Level A,-,-,43100,1200,1200,U series (uranium-thorium) dating,carbonate,1994,Carbonate from AR4; see Bischoff et al 1994; sample from above Level A
,,,,,,,,,,,,,
,,,,Level A,-,-,44400,300,300,U series (uranium-thorium) dating,carbonate,1994,Carbonate from AR3; see Bischoff et al 1994; sample from below Level A
,,,,,,,,,,,,,
,,,,Level A,-,-,45700,1300,1300,U series (uranium-thorium) dating,carbonate,1994,Carbonate from AR4; see Bischoff et al 1994; sample from above Level A
,,,,,,,,,,,,,
,,,,Level A,-,-,45900,1300,1300,U series (uranium-thorium) dating,carbonate,1994,Carbonate from AR4; see Bischoff et al 1994; sample from above Level A
,,,,,,,,,,,,,
,,,,Level A,-,-,47100,300,300,U series (uranium-thorium) dating,carbonate,1994,Carbonate from AR4; see Bischoff et al 1994; sample from above Level A interpreted as outlier
,,,,,,,,,,,,,
,,,,Level A,-,-,52300,400,400,U series (uranium-thorium) dating,carbonate,1994,Carbonate from AR3; see Bischoff et al 1994; sample from below Level A interpreted as outlier
,,,,,,,,,,,,,
,,,,Level A,-,-,56800,800,800,U series (uranium-thorium) dating,carbonate,1994,Carbonate from AR4; see Bischoff et al 1994; sample from above Level A interpreted as outlier
,,,,,,,,,,,,,
,,,,Level C,USGS,USGS-87-126,44900,2500,2500,U series (uranium-thorium) dating,sediment,0,see Vaquero et al. 2013; sample from below Level C
,,,,,,,,,,,,,
,,,,Level C,USGS,USGS-87-133,44600,1500,1500,U series (uranium-thorium) dating,sediment,0,see Vaquero et al. 2013; sample from below Level C
,,,,,,,,,,,,,
,,,,Level C,USGS,USGS-87-41f,44200,1500,1500,U series (uranium-thorium) dating,sediment,0,see Vaquero et al. 2013; sample from below Level C
,,,,,,,,,,,,,
,,,,Level C,-,-,43400,1000000,1000000,U series (uranium-thorium) dating,carbonate,1994,Carbonell et al 1994; sample from below Level C
,,,,,,,,,,,,,
,,,,Level C,-,-,44400,1000000,1000000,U series (uranium-thorium) dating,carbonate,1994,Carbonell et al 1994; sample from below Level C
,,,,,,,,,,,,,
,,,,Level C,-,-,45600,1000000,1000000,U series (uranium-thorium) dating,carbonate,1994,Carbonell et al 1994; sample from below Level C
,,,,,,,,,,,,,
,,,,Level D,NZA,NZA-2313,40680,940,940,14C (radiocarbon) dating,charcoal,0,see Vaquero et al. 2013
,,,,,,,,,,,,,
,,,,Level D,-,-,44900,2500,2500,U series (uranium-thorium) dating,carbonate,1994,Carbonell et al 1994; sample from below Level D
,Abric Romaní,Level B Macromammal Fauna,Sequence I,Level A,AA,AA-6608,36740,920,920,14C (radiocarbon) dating,charcoal,1994,14C AMS; see Bischoff et al 1994
,,,,,,,,,,,,,
,,,,Level A,AA,AA-7395,37290,990,990,14C (radiocarbon) dating,charcoal,0,see Vaquero et al. 2013
,,,,,,,,,,,,,
,,,,Level A,AA,AA-8037A,35400,810,810,14C (radiocarbon) dating,charcoal,0,see Vaquero et al. 2013
,,,,,,,,,,,,,
,,,,Level A,AA,AA-8037B,37900,1000,1000,14C (radiocarbon) dating,charcoal,0,see Vaquero et al. 2013
,,,,,,,,,,,,,
,,,,Level A,NZA,NZA-1817,28440,650,650,14C (radiocarbon) dating,charcoal,0,see Vaquero et al. 2013; young date
,,,,,,,,,,,,,
,,,,Level A,NZA,NZA-1818,23160,490,490,14C (radiocarbon) dating,charcoal,0,see Vaquero et al. 2013; young date
,,,,,,,,,,,,,
,,,,Level A,NZA,NZA-2311,36950,460,460,14C (radiocarbon) dating,charcoal,1994,14C AMS; see Bischoff et al 1994
,,,,,,,,,,,,,
,,,,Level A,OxA,OxA-11573,20680,110,110,14C (radiocarbon) dating,shell,2012,14C AMS; see Camps & Higham 2012; sample No. ARMAC 12817; 1st series probably contaminated
,,,,,,,,,,,,,
,,,,Level A,OxA,OxA-11922,20190,75,75,14C (radiocarbon) dating,shell,2012,14C AMS; see Camps & Higham 2012; sample No. ARMAC12817(p); 1st series probably contaminated - too young
,,,,,,,,,,,,,
,,,,Level A,OxA,OxA-11923,21155,80,80,14C (radiocarbon) dating,shell,2012,14C AMS; see Camps & Higham 2012; sample No. ARMAC 12819; 1st series probably contaminated
,,,,,,,,,,,,,
,,,,Level A,OxA,OxA-11924,20295,75,75,14C (radiocarbon) dating,shell,2012,14C AMS; see Camps & Higham 2012; sample No. ARMAC 23146; 1st series probably contaminated
,,,,,,,,,,,,,
,,,,Level A,OxA,OxA-11967,35900,600,600,14C (radiocarbon) dating,tooth,2012,14C AMS; see Camps & Higham 2012; sample from AR98
,,,,,,,,,,,,,
,,,,Level A,OxA,OxA-X-2095-46,36490,230,230,14C (radiocarbon) dating,shell,2012,14C AMS; see Camps & Higham 2012; sample No. ARMAC12817(p); 2nd series of ARMAC 12817(p)
,,,,,,,,,,,,,
,,,,Level A,OxA,OxA-X-2099-29,25010,120,120,14C (radiocarbon) dating,shell,2012,14C AMS; see Camps & Higham 2012; sample No. ARMAC 12822; 2nd series contaminated
,,,,,,,,,,,,,
,,,,Level A,USGS,USGS-2839,36300,1300,1300,14C (radiocarbon) dating,travertine,1994,14C conventional; see Bischoff et al 1994; sample from AR4 above level A
,,,,,,,,,,,,,
,,,,Level A,USGS,USGS-2840,35000,500,500,14C (radiocarbon) dating,charcoal,1994,14C conventional; see Bischoff et al 1994; sample from AR6 below level A
,,,,,,,,,,,,,
,,,,Level A,USGS,USGS-87-35f,42900,1600,1600,U series (uranium-thorium) dating,sediment,0,see Vaquero et al. 2013; sample from above Level A
,,,,,,,,,,,,,
,,,,Level A,USGS,USGS-87-36f,39400,1500,1500,U series (uranium-thorium) dating,sediment,0,see Vaquero et al. 2013; sample from above Level A
,,,,,,,,,,,,,
,,,,Level A,USGS,USGS-87-37f,43800,1500,1500,U series (uranium-thorium) dating,sediment,0,see Vaquero et al. 2013; sample from below Level A
,,,,,,,,,,,,,
,,,,Level A,USGS,USGS-87-44,39100,1500,1500,U series (uranium-thorium) dating,sediment,0,see Vaquero et al. 2013; sample from above Level A
,,,,,,,,,,,,,
,,,,Level A,USGS,USGS-87-88,40800,1300,1300,U series (uranium-thorium) dating,sediment,0,see Vaquero et al. 2013; sample from above Level A
,,,,,,,,,,,,,
,,,,Level A,USGS,USGS-90-111,45100,1000,1000,U series (uranium-thorium) dating,carbonate,1994,Carbonate from AR3; see Bischoff et al 1994; sample from below Level A
,,,,,,,,,,,,,
,,,,Level A,USGS,USGS-90-22,45500,1300,1300,U series (uranium-thorium) dating,carbonate,1994,Carbonate from AR3; see Bischoff et al 1994; sample from below Level A
,,,,,,,,,,,,,
,,,,Level A,USGS,USGS-90-40,48600,400,400,U series (uranium-thorium) dating,carbonate,1994,Carbonate from AR3; see Bischoff et al 1994; sample from below Level A
,,,,,,,,,,,,,
,,,,Level A,USGS,USGS-90-93,46100,1300,1300,U series (uranium-thorium) dating,carbonate,1994,Carbonate from AR3; see Bischoff et al 1994; sample from below Level A
,,,,,,,,,,,,,
,,,,Level A,USGS,USGS-90-AR3,42600,1100,1100,U series (uranium-thorium) dating,sediment,0,see Vaquero et al. 2013; sample from below Level A
,,,,,,,,,,,,,
,,,,Level A,USGS,USGS-90-AR4,41500,2000,2000,U series (uranium-thorium) dating,sediment,0,see Vaquero et al. 2013; sample from above Level A
,,,,,,,,,,,,,
,,,,Level A,Ua,-,35400,800,800,14C (radiocarbon) dating,charcoal,1994,14C conventional; see Carbonell et al 1994
,,,,,,,,,,,,,
,,,,Level A,Ua,-,37200,900,900,14C (radiocarbon) dating,charcoal,1994,14C conventional; see Carbonell et al 1994
,,,,,,,,,,,,,
,,,,Level A,Ua,-,37900,1000,1000,14C (radiocarbon) dating,charcoal,1994,14C conventional; see Carbonell et al 1994
,,,,,,,,,,,,,
,,,,Level A,-,-,40700,600,600,U series (uranium-thorium) dating,carbonate,1994,Carbonate from AR4; see Bischoff et al 1994; sample from above Level A
,,,,,,,,,,,,,
,,,,Level A,-,-,41000,300,300,U series (uranium-thorium) dating,carbonate,1994,Carbonate from AR4; see Bischoff et al 1994; sample from above Level A
,,,,,,,,,,,,,
,,,,Level A,-,-,41300,300,300,U series (uranium-thorium) dating,carbonate,1994,Carbonate from AR3; see Bischoff et al 1994; sample from below Level A
,,,,,,,,,,,,,
,,,,Level A,-,-,41300,400,400,U series (uranium-thorium) dating,carbonate,1994,Carbonate from AR4; see Bischoff et al 1994; sample from above Level A
,,,,,,,,,,,,,
,,,,Level A,-,-,42100,300,300,U series (uranium-thorium) dating,carbonate,1994,Carbonate from AR4; see Bischoff et al 1994; sample from above Level A
,,,,,,,,,,,,,
,,,,Level A,-,-,42300,300,300,U series (uranium-thorium) dating,carbonate,1994,Carbonate from AR4; see Bischoff et al 1994; sample from above Level A
,,,,,,,,,,,,,
,,,,Level A,-,-,42500,200,200,U series (uranium-thorium) dating,carbonate,1994,Carbonate from AR3; see Bischoff et al 1994; sample from below Level A
,,,,,,,,,,,,,
,,,,Level A,-,-,42600,300,300,U series (uranium-thorium) dating,carbonate,1994,Carbonate from AR4; see Bischoff et al 1994; sample from above Level A
,,,,,,,,,,,,,
,,,,Level A,-,-,42600,400,400,U series (uranium-thorium) dating,carbonate,1994,Carbonate from AR4; see Bischoff et al 1994; sample from above Level A
,,,,,,,,,,,,,
,,,,Level A,-,-,42700,200,200,U series (uranium-thorium) dating,carbonate,1994,Carbonate from AR3; see Bischoff et al 1994; sample from below Level A
,,,,,,,,,,,,,
,,,,Level A,-,-,43000,800,800,U series (uranium-thorium) dating,carbonate,1994,Carbonate from AR4; see Bischoff et al 1994; sample from above Level A
,,,,,,,,,,,,,
,,,,Level A,-,-,43100,1200,1200,U series (uranium-thorium) dating,carbonate,1994,Carbonate from AR4; see Bischoff et al 1994; sample from above Level A
,,,,,,,,,,,,,
,,,,Level A,-,-,44400,300,300,U series (uranium-thorium) dating,carbonate,1994,Carbonate from AR3; see Bischoff et al 1994; sample from below Level A
,,,,,,,,,,,,,
,,,,Level A,-,-,45700,1300,1300,U series (uranium-thorium) dating,carbonate,1994,Carbonate from AR4; see Bischoff et al 1994; sample from above Level A
,,,,,,,,,,,,,
,,,,Level A,-,-,45900,1300,1300,U series (uranium-thorium) dating,carbonate,1994,Carbonate from AR4; see Bischoff et al 1994; sample from above Level A
,,,,,,,,,,,,,
,,,,Level A,-,-,47100,300,300,U series (uranium-thorium) dating,carbonate,1994,Carbonate from AR4; see Bischoff et al 1994; sample from above Level A interpreted as outlier
,,,,,,,,,,,,,
,,,,Level A,-,-,52300,400,400,U series (uranium-thorium) dating,carbonate,1994,Carbonate from AR3; see Bischoff et al 1994; sample from below Level A interpreted as outlier
,,,,,,,,,,,,,
,,,,Level A,-,-,56800,800,800,U series (uranium-thorium) dating,carbonate,1994,Carbonate from AR4; see Bischoff et al 1994; sample from above Level A interpreted as outlier
,,,,,,,,,,,,,
,,,,Level C,USGS,USGS-87-126,44900,2500,2500,U series (uranium-thorium) dating,sediment,0,see Vaquero et al. 2013; sample from below Level C
,,,,,,,,,,,,,
,,,,Level C,USGS,USGS-87-133,44600,1500,1500,U series (uranium-thorium) dating,sediment,0,see Vaquero et al. 2013; sample from below Level C
,,,,,,,,,,,,,
,,,,Level C,USGS,USGS-87-41f,44200,1500,1500,U series (uranium-thorium) dating,sediment,0,see Vaquero et al. 2013; sample from below Level C
,,,,,,,,,,,,,
,,,,Level C,-,-,43400,1000000,1000000,U series (uranium-thorium) dating,carbonate,1994,Carbonell et al 1994; sample from below Level C
,,,,,,,,,,,,,
,,,,Level C,-,-,44400,1000000,1000000,U series (uranium-thorium) dating,carbonate,1994,Carbonell et al 1994; sample from below Level C
,,,,,,,,,,,,,
,,,,Level C,-,-,45600,1000000,1000000,U series (uranium-thorium) dating,carbonate,1994,Carbonell et al 1994; sample from below Level C
,,,,,,,,,,,,,
,,,,Level D,NZA,NZA-2313,40680,940,940,14C (radiocarbon) dating,charcoal,0,see Vaquero et al. 2013
,,,,,,,,,,,,,
,,,,Level D,-,-,44900,2500,2500,U series (uranium-thorium) dating,carbonate,1994,Carbonell et al 1994; sample from below Level D
,Abric Romaní,Level C Macromammal Fauna,Sequence I,Level A,AA,AA-6608,36740,920,920,14C (radiocarbon) dating,charcoal,1994,14C AMS; see Bischoff et al 1994
,,,,,,,,,,,,,
,,,,Level A,AA,AA-7395,37290,990,990,14C (radiocarbon) dating,charcoal,0,see Vaquero et al. 2013
,,,,,,,,,,,,,
,,,,Level A,AA,AA-8037A,35400,810,810,14C (radiocarbon) dating,charcoal,0,see Vaquero et al. 2013
,,,,,,,,,,,,,
,,,,Level A,AA,AA-8037B,37900,1000,1000,14C (radiocarbon) dating,charcoal,0,see Vaquero et al. 2013
,,,,,,,,,,,,,
,,,,Level A,NZA,NZA-1817,28440,650,650,14C (radiocarbon) dating,charcoal,0,see Vaquero et al. 2013; young date
,,,,,,,,,,,,,
,,,,Level A,NZA,NZA-1818,23160,490,490,14C (radiocarbon) dating,charcoal,0,see Vaquero et al. 2013; young date
,,,,,,,,,,,,,
,,,,Level A,NZA,NZA-2311,36950,460,460,14C (radiocarbon) dating,charcoal,1994,14C AMS; see Bischoff et al 1994
,,,,,,,,,,,,,
,,,,Level A,OxA,OxA-11573,20680,110,110,14C (radiocarbon) dating,shell,2012,14C AMS; see Camps & Higham 2012; sample No. ARMAC 12817; 1st series probably contaminated
,,,,,,,,,,,,,
,,,,Level A,OxA,OxA-11922,20190,75,75,14C (radiocarbon) dating,shell,2012,14C AMS; see Camps & Higham 2012; sample No. ARMAC12817(p); 1st series probably contaminated - too young
,,,,,,,,,,,,,
,,,,Level A,OxA,OxA-11923,21155,80,80,14C (radiocarbon) dating,shell,2012,14C AMS; see Camps & Higham 2012; sample No. ARMAC 12819; 1st series probably contaminated
,,,,,,,,,,,,,
,,,,Level A,OxA,OxA-11924,20295,75,75,14C (radiocarbon) dating,shell,2012,14C AMS; see Camps & Higham 2012; sample No. ARMAC 23146; 1st series probably contaminated
,,,,,,,,,,,,,
,,,,Level A,OxA,OxA-11967,35900,600,600,14C (radiocarbon) dating,tooth,2012,14C AMS; see Camps & Higham 2012; sample from AR98
,,,,,,,,,,,,,
,,,,Level A,OxA,OxA-X-2095-46,36490,230,230,14C (radiocarbon) dating,shell,2012,14C AMS; see Camps & Higham 2012; sample No. ARMAC12817(p); 2nd series of ARMAC 12817(p)
,,,,,,,,,,,,,
,,,,Level A,OxA,OxA-X-2099-29,25010,120,120,14C (radiocarbon) dating,shell,2012,14C AMS; see Camps & Higham 2012; sample No. ARMAC 12822; 2nd series contaminated
,,,,,,,,,,,,,
,,,,Level A,USGS,USGS-2839,36300,1300,1300,14C (radiocarbon) dating,travertine,1994,14C conventional; see Bischoff et al 1994; sample from AR4 above level A
,,,,,,,,,,,,,
,,,,Level A,USGS,USGS-2840,35000,500,500,14C (radiocarbon) dating,charcoal,1994,14C conventional; see Bischoff et al 1994; sample from AR6 below level A
,,,,,,,,,,,,,
,,,,Level A,USGS,USGS-87-35f,42900,1600,1600,U series (uranium-thorium) dating,sediment,0,see Vaquero et al. 2013; sample from above Level A
,,,,,,,,,,,,,
,,,,Level A,USGS,USGS-87-36f,39400,1500,1500,U series (uranium-thorium) dating,sediment,0,see Vaquero et al. 2013; sample from above Level A
,,,,,,,,,,,,,
,,,,Level A,USGS,USGS-87-37f,43800,1500,1500,U series (uranium-thorium) dating,sediment,0,see Vaquero et al. 2013; sample from below Level A
,,,,,,,,,,,,,
,,,,Level A,USGS,USGS-87-44,39100,1500,1500,U series (uranium-thorium) dating,sediment,0,see Vaquero et al. 2013; sample from above Level A
,,,,,,,,,,,,,
,,,,Level A,USGS,USGS-87-88,40800,1300,1300,U series (uranium-thorium) dating,sediment,0,see Vaquero et al. 2013; sample from above Level A
,,,,,,,,,,,,,
,,,,Level A,USGS,USGS-90-111,45100,1000,1000,U series (uranium-thorium) dating,carbonate,1994,Carbonate from AR3; see Bischoff et al 1994; sample from below Level A
,,,,,,,,,,,,,
,,,,Level A,USGS,USGS-90-22,45500,1300,1300,U series (uranium-thorium) dating,carbonate,1994,Carbonate from AR3; see Bischoff et al 1994; sample from below Level A
,,,,,,,,,,,,,
,,,,Level A,USGS,USGS-90-40,48600,400,400,U series (uranium-thorium) dating,carbonate,1994,Carbonate from AR3; see Bischoff et al 1994; sample from below Level A
,,,,,,,,,,,,,
,,,,Level A,USGS,USGS-90-93,46100,1300,1300,U series (uranium-thorium) dating,carbonate,1994,Carbonate from AR3; see Bischoff et al 1994; sample from below Level A
,,,,,,,,,,,,,
